Airport Name,Year,City,Airport ID,Measure,Value
South Bend International,2013,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),47
St Pete-Clearwater International,2013,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),67
Memphis International,2014,Memphis,MEM,All-cargo operations landed weight (thousands of short tons),"11,387"
Ted Stevens Anchorage International,2014,Anchorage,ANC,All-cargo operations landed weight (thousands of short tons),"7,934"
Louisville Muhammad Ali International,2014,Louisville,SDF,All-cargo operations landed weight (thousands of short tons),"5,784"
Miami International,2014,Miami,MIA,All-cargo operations landed weight (thousands of short tons),"3,596"
Los Angeles International,2014,Los Angeles,LAX,All-cargo operations landed weight (thousands of short tons),"2,149"
Cincinnati/Northern Kentucky International,2014,Cincinnati,CVG,All-cargo operations landed weight (thousands of short tons),"1,822"
Chicago O'Hare International,2014,Chicago,ORD,All-cargo operations landed weight (thousands of short tons),"3,771"
Indianapolis International,2014,Indianapolis,IND,All-cargo operations landed weight (thousands of short tons),"2,678"
Dallas-Fort Worth International,2014,Fort Worth,DFW,All-cargo operations landed weight (thousands of short tons),"1,570"
Ontario International,2014,Ontario,ONT,All-cargo operations landed weight (thousands of short tons),"1,180"
Metropolitan Oakland International,2014,Oakland,OAK,All-cargo operations landed weight (thousands of short tons),"1,477"
John F Kennedy International,2014,New York,JFK,All-cargo operations landed weight (thousands of short tons),"1,585"
Hartsfield - Jackson Atlanta International,2014,Atlanta,ATL,All-cargo operations landed weight (thousands of short tons),"1,131"
Newark Liberty International,2014,Newark,EWR,All-cargo operations landed weight (thousands of short tons),"1,250"
Daniel K Inouye International,2014,Honolulu,HNL,All-cargo operations landed weight (thousands of short tons),"1,095"
Seattle-Tacoma International,2014,Seattle,SEA,All-cargo operations landed weight (thousands of short tons),787
Philadelphia International,2014,Philadelphia,PHL,All-cargo operations landed weight (thousands of short tons),964
George Bush Intercontinental/Houston,2014,Houston,IAH,All-cargo operations landed weight (thousands of short tons),867
Chicago/Rockford International,2014,Rockford,RFD,All-cargo operations landed weight (thousands of short tons),394
Phoenix Sky Harbor International,2014,Phoenix,PHX,All-cargo operations landed weight (thousands of short tons),718
Portland International,2014,Portland,PDX,All-cargo operations landed weight (thousands of short tons),563
Denver International,2014,Denver,DEN,All-cargo operations landed weight (thousands of short tons),657
Tampa International,2014,Tampa,TPA,All-cargo operations landed weight (thousands of short tons),198
Luis Munoz Marin International,2014,San Juan,SJU,All-cargo operations landed weight (thousands of short tons),425
Baltimore/Washington International Thurgood Marshall,2014,Glen Burnie,BWI,All-cargo operations landed weight (thousands of short tons),244
Rickenbacker International,2014,Columbus,LCK,All-cargo operations landed weight (thousands of short tons),367
Salt Lake City International,2014,Salt Lake City,SLC,All-cargo operations landed weight (thousands of short tons),481
Minneapolis-St Paul International/Wold-Chamberlain,2014,Minneapolis,MSP,All-cargo operations landed weight (thousands of short tons),486
San Francisco International,2014,San Francisco,SFO,All-cargo operations landed weight (thousands of short tons),623
Orlando International,2014,Orlando,MCO,All-cargo operations landed weight (thousands of short tons),378
General Edward Lawrence Logan International,2014,Boston,BOS,All-cargo operations landed weight (thousands of short tons),455
Bradley International,2014,Windsor Locks,BDL,All-cargo operations landed weight (thousands of short tons),392
San Antonio International,2014,San Antonio,SAT,All-cargo operations landed weight (thousands of short tons),373
Fort Worth Alliance,2014,Fort Worth,AFW,All-cargo operations landed weight (thousands of short tons),334
Detroit Metropolitan Wayne County,2014,Detroit,DTW,All-cargo operations landed weight (thousands of short tons),337
Boeing Field/King County International,2014,Seattle,BFI,All-cargo operations landed weight (thousands of short tons),408
Sacramento International,2014,Sacramento,SMF,All-cargo operations landed weight (thousands of short tons),144
El Paso International,2014,El Paso,ELP,All-cargo operations landed weight (thousands of short tons),249
Piedmont Triad International,2014,Greensboro,GSO,All-cargo operations landed weight (thousands of short tons),268
Laredo International,2014,Laredo,LRD,All-cargo operations landed weight (thousands of short tons),221
Charlotte/Douglas International,2014,Charlotte,CLT,All-cargo operations landed weight (thousands of short tons),180
General Mitchell International,2014,Milwaukee,MKE,All-cargo operations landed weight (thousands of short tons),255
San Diego International,2014,San Diego,SAN,All-cargo operations landed weight (thousands of short tons),293
Kansas City International,2014,Kansas City,MCI,All-cargo operations landed weight (thousands of short tons),249
Pittsburgh International,2014,Pittsburgh,PIT,All-cargo operations landed weight (thousands of short tons),203
Albuquerque International Sunport,2014,Albuquerque,ABQ,All-cargo operations landed weight (thousands of short tons),285
Sacramento Mather,2014,Sacramento,MHR,All-cargo operations landed weight (thousands of short tons),181
Reno/Tahoe International,2014,Reno,RNO,All-cargo operations landed weight (thousands of short tons),234
Manchester,2014,Manchester,MHT,All-cargo operations landed weight (thousands of short tons),234
Austin-Bergstrom International,2014,Austin,AUS,All-cargo operations landed weight (thousands of short tons),219
Richmond International,2014,Highland Springs,RIC,All-cargo operations landed weight (thousands of short tons),204
Raleigh-Durham International,2014,Raleigh,RDU,All-cargo operations landed weight (thousands of short tons),220
Rafael Hernandez,2014,Aguadilla,BQN,All-cargo operations landed weight (thousands of short tons),330
Jacksonville International,2014,Jacksonville,JAX,All-cargo operations landed weight (thousands of short tons),198
Washington Dulles International,2014,Dulles,IAD,All-cargo operations landed weight (thousands of short tons),240
Fort Lauderdale/Hollywood International,2014,Fort Lauderdale,FLL,All-cargo operations landed weight (thousands of short tons),254
Spokane International,2014,Spokane,GEG,All-cargo operations landed weight (thousands of short tons),201
Greenville Spartanburg International,2014,Greer,GSP,All-cargo operations landed weight (thousands of short tons),120
Huntsville International-Carl T Jones Field,2014,Huntsville,HSV,All-cargo operations landed weight (thousands of short tons),206
Columbia Metropolitan,2014,Columbia,CAE,All-cargo operations landed weight (thousands of short tons),197
Eppley Airfield,2014,Omaha,OMA,All-cargo operations landed weight (thousands of short tons),195
Harrisburg International,2014,Harrisburg,MDT,All-cargo operations landed weight (thousands of short tons),137
Tulsa International,2014,Tulsa,TUL,All-cargo operations landed weight (thousands of short tons),156
Cleveland-Hopkins International,2014,Cleveland,CLE,All-cargo operations landed weight (thousands of short tons),185
McCarran International,2014,Las Vegas,LAS,All-cargo operations landed weight (thousands of short tons),196
Louis Armstrong New Orleans International,2014,Metairie,MSY,All-cargo operations landed weight (thousands of short tons),148
Lubbock Preston Smith International,2014,Lubbock,LBB,All-cargo operations landed weight (thousands of short tons),167
St Louis Lambert International,2014,St. Louis,STL,All-cargo operations landed weight (thousands of short tons),191
Valley International,2014,Harlingen,HRL,All-cargo operations landed weight (thousands of short tons),123
Joe Foss Field,2014,Sioux Falls,FSD,All-cargo operations landed weight (thousands of short tons),176
The Eastern Iowa,2014,Cedar Rapids,CID,All-cargo operations landed weight (thousands of short tons),140
Syracuse Hancock International,2014,Syracuse,SYR,All-cargo operations landed weight (thousands of short tons),163
Charleston AFB/International,2014,Charleston,CHS,All-cargo operations landed weight (thousands of short tons),166
Boise Air Terminal/Gowen Field,2014,Boise,BOI,All-cargo operations landed weight (thousands of short tons),172
Buffalo Niagara International,2014,Buffalo,BUF,All-cargo operations landed weight (thousands of short tons),147
Nashville International,2014,Nashville,BNA,All-cargo operations landed weight (thousands of short tons),149
Shreveport Regional,2014,Shreveport,SHV,All-cargo operations landed weight (thousands of short tons),112
Ellison Onizuka Kona International at Keahole,2014,Kailua Kona,KOA,All-cargo operations landed weight (thousands of short tons),104
McGhee Tyson,2014,Alcoa,TYS,All-cargo operations landed weight (thousands of short tons),142
Greater Rochester International,2014,Rochester,ROC,All-cargo operations landed weight (thousands of short tons),135
Stockton Metropolitan,2014,Stockton,SCK,All-cargo operations landed weight (thousands of short tons),0
Des Moines International,2014,Des Moines,DSM,All-cargo operations landed weight (thousands of short tons),226
Will Rogers World,2014,Oklahoma City,OKC,All-cargo operations landed weight (thousands of short tons),110
Kahului,2014,Kahului,OGG,All-cargo operations landed weight (thousands of short tons),125
Norman Y Mineta San Jose International,2014,San Jose,SJC,All-cargo operations landed weight (thousands of short tons),122
Theodore Francis Green State,2014,Warwick,PVD,All-cargo operations landed weight (thousands of short tons),55
Wichita Dwight D Eisenhower National,2014,Wichita,ICT,All-cargo operations landed weight (thousands of short tons),106
Snohomish County (Paine Field),2014,Everett,PAE,All-cargo operations landed weight (thousands of short tons),132
Gerald R Ford International,2014,Grand Rapids,GRR,All-cargo operations landed weight (thousands of short tons),119
Willow Run,2014,Detroit,YIP,All-cargo operations landed weight (thousands of short tons),97
Norfolk International,2014,Norfolk,ORF,All-cargo operations landed weight (thousands of short tons),99
Capital Region International,2014,Clinton (Township of),LAN,All-cargo operations landed weight (thousands of short tons),65
Fort Wayne International,2014,Fort Wayne,FWA,All-cargo operations landed weight (thousands of short tons),105
Hilo International,2014,Hilo,ITO,All-cargo operations landed weight (thousands of short tons),86
Guam International,2014,Tamuning,GUM,All-cargo operations landed weight (thousands of short tons),44
Great Falls International,2014,Great Falls,GTF,All-cargo operations landed weight (thousands of short tons),91
Southwest Georgia Regional,2014,Albany,ABY,All-cargo operations landed weight (thousands of short tons),81
Southwest Florida International,2014,Fort Myers,RSW,All-cargo operations landed weight (thousands of short tons),60
Birmingham-Shuttlesworth International,2014,Birmingham,BHM,All-cargo operations landed weight (thousands of short tons),88
New York Stewart International,2014,Newburgh,SWF,All-cargo operations landed weight (thousands of short tons),71
Albany International,2014,Albany,ALB,All-cargo operations landed weight (thousands of short tons),82
Long Beach /Daugherty Field/,2014,Long Beach,LGB,All-cargo operations landed weight (thousands of short tons),82
Mobile Downtown,2014,Mobile,BFM,All-cargo operations landed weight (thousands of short tons),80
Tucson International,2014,Tucson,TUS,All-cargo operations landed weight (thousands of short tons),77
Springfield-Branson National,2014,Springfield,SGF,All-cargo operations landed weight (thousands of short tons),99
Roanoke-Blacksburg Regional/Woodrum Field,2014,Roanoke,ROA,All-cargo operations landed weight (thousands of short tons),64
Bill and Hillary Clinton National/Adams Field,2014,Little Rock,LIT,All-cargo operations landed weight (thousands of short tons),73
Lihue,2014,Lihue,LIH,All-cargo operations landed weight (thousands of short tons),57
Toledo Express,2014,Toledo,TOL,All-cargo operations landed weight (thousands of short tons),61
Fresno Yosemite International,2014,Fresno,FAT,All-cargo operations landed weight (thousands of short tons),52
General Downing - Peoria International,2014,Peoria,PIA,All-cargo operations landed weight (thousands of short tons),103
Lafayette Regional/Paul Fournet Field,2014,Lafayette,LFT,All-cargo operations landed weight (thousands of short tons),54
Fairbanks International,2014,Fairbanks,FAI,All-cargo operations landed weight (thousands of short tons),60
City of Colorado Springs Municipal,2014,Colorado Springs,COS,All-cargo operations landed weight (thousands of short tons),54
Bishop International,2014,Flint,FNT,All-cargo operations landed weight (thousands of short tons),42
Jackson-Medgar Wiley Evers International,2014,Jackson,JAN,All-cargo operations landed weight (thousands of short tons),38
James M Cox Dayton International,2014,Dayton,DAY,All-cargo operations landed weight (thousands of short tons),26
March ARB,2014,Riverside,RIV,All-cargo operations landed weight (thousands of short tons),5
Lovell Field,2014,Chattanooga,CHA,All-cargo operations landed weight (thousands of short tons),30
Bangor International,2014,Bangor,BGR,All-cargo operations landed weight (thousands of short tons),11
Brownsville/South Padre Island International,2014,Brownsville,BRO,All-cargo operations landed weight (thousands of short tons),9
Grand Forks International,2014,Grand Forks,GFK,All-cargo operations landed weight (thousands of short tons),96
Gogebic-Iron County,2014,Ironwood,IWD,All-cargo operations landed weight (thousands of short tons),2
Gallup Municipal,2014,Gallup,GUP,All-cargo operations landed weight (thousands of short tons),2
Chico Municipal,2014,Chico,CIC,All-cargo operations landed weight (thousands of short tons),3
Portsmouth International at Pease,2014,Portsmouth,PSM,All-cargo operations landed weight (thousands of short tons),10
Niagara Falls International,2014,Niagara Falls,IAG,All-cargo operations landed weight (thousands of short tons),1
Tucumcari Municipal,2014,Tucumcari,TCC,All-cargo operations landed weight (thousands of short tons),1
South Bend International,2014,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),49
St Pete-Clearwater International,2014,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),68
Memphis International,2015,Memphis,MEM,All-cargo operations landed weight (thousands of short tons),"11,340"
Ted Stevens Anchorage International,2015,Anchorage,ANC,All-cargo operations landed weight (thousands of short tons),"8,570"
Louisville Muhammad Ali International,2015,Louisville,SDF,All-cargo operations landed weight (thousands of short tons),"6,029"
Miami International,2015,Miami,MIA,All-cargo operations landed weight (thousands of short tons),"3,815"
Los Angeles International,2015,Los Angeles,LAX,All-cargo operations landed weight (thousands of short tons),"3,293"
Cincinnati/Northern Kentucky International,2015,Cincinnati,CVG,All-cargo operations landed weight (thousands of short tons),"2,010"
Chicago O'Hare International,2015,Chicago,ORD,All-cargo operations landed weight (thousands of short tons),"4,532"
Indianapolis International,2015,Indianapolis,IND,All-cargo operations landed weight (thousands of short tons),"2,662"
Dallas-Fort Worth International,2015,Fort Worth,DFW,All-cargo operations landed weight (thousands of short tons),"1,664"
Ontario International,2015,Ontario,ONT,All-cargo operations landed weight (thousands of short tons),"1,294"
Metropolitan Oakland International,2015,Oakland,OAK,All-cargo operations landed weight (thousands of short tons),"1,526"
John F Kennedy International,2015,New York,JFK,All-cargo operations landed weight (thousands of short tons),"1,628"
Hartsfield - Jackson Atlanta International,2015,Atlanta,ATL,All-cargo operations landed weight (thousands of short tons),"1,229"
Newark Liberty International,2015,Newark,EWR,All-cargo operations landed weight (thousands of short tons),"1,445"
Daniel K Inouye International,2015,Honolulu,HNL,All-cargo operations landed weight (thousands of short tons),"1,132"
Seattle-Tacoma International,2015,Seattle,SEA,All-cargo operations landed weight (thousands of short tons),785
Philadelphia International,2015,Philadelphia,PHL,All-cargo operations landed weight (thousands of short tons),951
George Bush Intercontinental/Houston,2015,Houston,IAH,All-cargo operations landed weight (thousands of short tons),873
Chicago/Rockford International,2015,Rockford,RFD,All-cargo operations landed weight (thousands of short tons),398
Phoenix Sky Harbor International,2015,Phoenix,PHX,All-cargo operations landed weight (thousands of short tons),758
Portland International,2015,Portland,PDX,All-cargo operations landed weight (thousands of short tons),585
Denver International,2015,Denver,DEN,All-cargo operations landed weight (thousands of short tons),682
Tampa International,2015,Tampa,TPA,All-cargo operations landed weight (thousands of short tons),212
Luis Munoz Marin International,2015,San Juan,SJU,All-cargo operations landed weight (thousands of short tons),504
Baltimore/Washington International Thurgood Marshall,2015,Glen Burnie,BWI,All-cargo operations landed weight (thousands of short tons),260
Rickenbacker International,2015,Columbus,LCK,All-cargo operations landed weight (thousands of short tons),460
Salt Lake City International,2015,Salt Lake City,SLC,All-cargo operations landed weight (thousands of short tons),518
Minneapolis-St Paul International/Wold-Chamberlain,2015,Minneapolis,MSP,All-cargo operations landed weight (thousands of short tons),493
San Francisco International,2015,San Francisco,SFO,All-cargo operations landed weight (thousands of short tons),640
Orlando International,2015,Orlando,MCO,All-cargo operations landed weight (thousands of short tons),437
General Edward Lawrence Logan International,2015,Boston,BOS,All-cargo operations landed weight (thousands of short tons),447
Bradley International,2015,Windsor Locks,BDL,All-cargo operations landed weight (thousands of short tons),399
San Antonio International,2015,San Antonio,SAT,All-cargo operations landed weight (thousands of short tons),388
Fort Worth Alliance,2015,Fort Worth,AFW,All-cargo operations landed weight (thousands of short tons),388
Detroit Metropolitan Wayne County,2015,Detroit,DTW,All-cargo operations landed weight (thousands of short tons),343
Boeing Field/King County International,2015,Seattle,BFI,All-cargo operations landed weight (thousands of short tons),417
Sacramento International,2015,Sacramento,SMF,All-cargo operations landed weight (thousands of short tons),143
El Paso International,2015,El Paso,ELP,All-cargo operations landed weight (thousands of short tons),259
Piedmont Triad International,2015,Greensboro,GSO,All-cargo operations landed weight (thousands of short tons),274
Lehigh Valley International,2015,Allentown,ABE,All-cargo operations landed weight (thousands of short tons),83
Laredo International,2015,Laredo,LRD,All-cargo operations landed weight (thousands of short tons),214
Charlotte/Douglas International,2015,Charlotte,CLT,All-cargo operations landed weight (thousands of short tons),189
General Mitchell International,2015,Milwaukee,MKE,All-cargo operations landed weight (thousands of short tons),276
San Diego International,2015,San Diego,SAN,All-cargo operations landed weight (thousands of short tons),306
Kansas City International,2015,Kansas City,MCI,All-cargo operations landed weight (thousands of short tons),252
Pittsburgh International,2015,Pittsburgh,PIT,All-cargo operations landed weight (thousands of short tons),216
Albuquerque International Sunport,2015,Albuquerque,ABQ,All-cargo operations landed weight (thousands of short tons),290
Sacramento Mather,2015,Sacramento,MHR,All-cargo operations landed weight (thousands of short tons),191
Reno/Tahoe International,2015,Reno,RNO,All-cargo operations landed weight (thousands of short tons),256
Manchester,2015,Manchester,MHT,All-cargo operations landed weight (thousands of short tons),232
Austin-Bergstrom International,2015,Austin,AUS,All-cargo operations landed weight (thousands of short tons),249
Richmond International,2015,Highland Springs,RIC,All-cargo operations landed weight (thousands of short tons),207
Raleigh-Durham International,2015,Raleigh,RDU,All-cargo operations landed weight (thousands of short tons),223
Rafael Hernandez,2015,Aguadilla,BQN,All-cargo operations landed weight (thousands of short tons),357
Jacksonville International,2015,Jacksonville,JAX,All-cargo operations landed weight (thousands of short tons),201
Washington Dulles International,2015,Dulles,IAD,All-cargo operations landed weight (thousands of short tons),241
Fort Lauderdale/Hollywood International,2015,Fort Lauderdale,FLL,All-cargo operations landed weight (thousands of short tons),242
Spokane International,2015,Spokane,GEG,All-cargo operations landed weight (thousands of short tons),231
Greenville Spartanburg International,2015,Greer,GSP,All-cargo operations landed weight (thousands of short tons),111
Huntsville International-Carl T Jones Field,2015,Huntsville,HSV,All-cargo operations landed weight (thousands of short tons),204
Columbia Metropolitan,2015,Columbia,CAE,All-cargo operations landed weight (thousands of short tons),194
Billings Logan International,2015,Billings,BIL,All-cargo operations landed weight (thousands of short tons),161
Eppley Airfield,2015,Omaha,OMA,All-cargo operations landed weight (thousands of short tons),183
Harrisburg International,2015,Harrisburg,MDT,All-cargo operations landed weight (thousands of short tons),162
Tulsa International,2015,Tulsa,TUL,All-cargo operations landed weight (thousands of short tons),157
Cleveland-Hopkins International,2015,Cleveland,CLE,All-cargo operations landed weight (thousands of short tons),197
McCarran International,2015,Las Vegas,LAS,All-cargo operations landed weight (thousands of short tons),174
Louis Armstrong New Orleans International,2015,Metairie,MSY,All-cargo operations landed weight (thousands of short tons),155
Lubbock Preston Smith International,2015,Lubbock,LBB,All-cargo operations landed weight (thousands of short tons),178
St Louis Lambert International,2015,St. Louis,STL,All-cargo operations landed weight (thousands of short tons),163
Valley International,2015,Harlingen,HRL,All-cargo operations landed weight (thousands of short tons),121
Joe Foss Field,2015,Sioux Falls,FSD,All-cargo operations landed weight (thousands of short tons),189
The Eastern Iowa,2015,Cedar Rapids,CID,All-cargo operations landed weight (thousands of short tons),141
Syracuse Hancock International,2015,Syracuse,SYR,All-cargo operations landed weight (thousands of short tons),165
Charleston AFB/International,2015,Charleston,CHS,All-cargo operations landed weight (thousands of short tons),158
Boise Air Terminal/Gowen Field,2015,Boise,BOI,All-cargo operations landed weight (thousands of short tons),178
Buffalo Niagara International,2015,Buffalo,BUF,All-cargo operations landed weight (thousands of short tons),150
Nashville International,2015,Nashville,BNA,All-cargo operations landed weight (thousands of short tons),157
Shreveport Regional,2015,Shreveport,SHV,All-cargo operations landed weight (thousands of short tons),122
Ellison Onizuka Kona International at Keahole,2015,Kailua Kona,KOA,All-cargo operations landed weight (thousands of short tons),111
McGhee Tyson,2015,Alcoa,TYS,All-cargo operations landed weight (thousands of short tons),136
Hector International,2015,Fargo,FAR,All-cargo operations landed weight (thousands of short tons),0
Greater Rochester International,2015,Rochester,ROC,All-cargo operations landed weight (thousands of short tons),126
Stockton Metropolitan,2015,Stockton,SCK,All-cargo operations landed weight (thousands of short tons),0
Des Moines International,2015,Des Moines,DSM,All-cargo operations landed weight (thousands of short tons),231
Will Rogers World,2015,Oklahoma City,OKC,All-cargo operations landed weight (thousands of short tons),108
Kahului,2015,Kahului,OGG,All-cargo operations landed weight (thousands of short tons),133
Norman Y Mineta San Jose International,2015,San Jose,SJC,All-cargo operations landed weight (thousands of short tons),122
Theodore Francis Green State,2015,Warwick,PVD,All-cargo operations landed weight (thousands of short tons),56
Wichita Dwight D Eisenhower National,2015,Wichita,ICT,All-cargo operations landed weight (thousands of short tons),106
Snohomish County (Paine Field),2015,Everett,PAE,All-cargo operations landed weight (thousands of short tons),130
Gerald R Ford International,2015,Grand Rapids,GRR,All-cargo operations landed weight (thousands of short tons),116
Willow Run,2015,Detroit,YIP,All-cargo operations landed weight (thousands of short tons),93
Norfolk International,2015,Norfolk,ORF,All-cargo operations landed weight (thousands of short tons),100
Capital Region International,2015,Clinton (Township of),LAN,All-cargo operations landed weight (thousands of short tons),78
Fort Wayne International,2015,Fort Wayne,FWA,All-cargo operations landed weight (thousands of short tons),97
Hilo International,2015,Hilo,ITO,All-cargo operations landed weight (thousands of short tons),81
Guam International,2015,Tamuning,GUM,All-cargo operations landed weight (thousands of short tons),38
Great Falls International,2015,Great Falls,GTF,All-cargo operations landed weight (thousands of short tons),110
Southwest Georgia Regional,2015,Albany,ABY,All-cargo operations landed weight (thousands of short tons),72
San Bernardino International,2015,San Bernardino,SBD,All-cargo operations landed weight (thousands of short tons),7
Southwest Florida International,2015,Fort Myers,RSW,All-cargo operations landed weight (thousands of short tons),60
Birmingham-Shuttlesworth International,2015,Birmingham,BHM,All-cargo operations landed weight (thousands of short tons),89
New York Stewart International,2015,Newburgh,SWF,All-cargo operations landed weight (thousands of short tons),73
Albany International,2015,Albany,ALB,All-cargo operations landed weight (thousands of short tons),81
Long Beach /Daugherty Field/,2015,Long Beach,LGB,All-cargo operations landed weight (thousands of short tons),69
Mobile Downtown,2015,Mobile,BFM,All-cargo operations landed weight (thousands of short tons),73
Tucson International,2015,Tucson,TUS,All-cargo operations landed weight (thousands of short tons),80
Springfield-Branson National,2015,Springfield,SGF,All-cargo operations landed weight (thousands of short tons),98
Roanoke-Blacksburg Regional/Woodrum Field,2015,Roanoke,ROA,All-cargo operations landed weight (thousands of short tons),64
Bill and Hillary Clinton National/Adams Field,2015,Little Rock,LIT,All-cargo operations landed weight (thousands of short tons),76
Lihue,2015,Lihue,LIH,All-cargo operations landed weight (thousands of short tons),65
Toledo Express,2015,Toledo,TOL,All-cargo operations landed weight (thousands of short tons),61
Fresno Yosemite International,2015,Fresno,FAT,All-cargo operations landed weight (thousands of short tons),53
General Downing - Peoria International,2015,Peoria,PIA,All-cargo operations landed weight (thousands of short tons),74
Lafayette Regional/Paul Fournet Field,2015,Lafayette,LFT,All-cargo operations landed weight (thousands of short tons),54
Fairbanks International,2015,Fairbanks,FAI,All-cargo operations landed weight (thousands of short tons),67
City of Colorado Springs Municipal,2015,Colorado Springs,COS,All-cargo operations landed weight (thousands of short tons),54
Bishop International,2015,Flint,FNT,All-cargo operations landed weight (thousands of short tons),49
Jackson-Medgar Wiley Evers International,2015,Jackson,JAN,All-cargo operations landed weight (thousands of short tons),35
James M Cox Dayton International,2015,Dayton,DAY,All-cargo operations landed weight (thousands of short tons),26
March ARB,2015,Riverside,RIV,All-cargo operations landed weight (thousands of short tons),4
Lovell Field,2015,Chattanooga,CHA,All-cargo operations landed weight (thousands of short tons),28
Thief River Falls Regional,2015,Thief River Falls,TVF,All-cargo operations landed weight (thousands of short tons),12
Bangor International,2015,Bangor,BGR,All-cargo operations landed weight (thousands of short tons),14
Brownsville/South Padre Island International,2015,Brownsville,BRO,All-cargo operations landed weight (thousands of short tons),9
Grand Forks International,2015,Grand Forks,GFK,All-cargo operations landed weight (thousands of short tons),115
Gogebic-Iron County,2015,Ironwood,IWD,All-cargo operations landed weight (thousands of short tons),2
Gallup Municipal,2015,Gallup,GUP,All-cargo operations landed weight (thousands of short tons),2
Chico Municipal,2015,Chico,CIC,All-cargo operations landed weight (thousands of short tons),2
Portsmouth International at Pease,2015,Portsmouth,PSM,All-cargo operations landed weight (thousands of short tons),2
Niagara Falls International,2015,Niagara Falls,IAG,All-cargo operations landed weight (thousands of short tons),2
Tucumcari Municipal,2015,Tucumcari,TCC,All-cargo operations landed weight (thousands of short tons),1
South Bend International,2015,South Bend,SBN,All-cargo operations landed weight (thousands of short tons),50
St Pete-Clearwater International,2015,Clearwater,PIE,All-cargo operations landed weight (thousands of short tons),78
Memphis International,2016,Memphis,MEM,All-cargo operations landed weight (thousands of short tons),"11,933"
Ted Stevens Anchorage International,2016,Anchorage,ANC,All-cargo operations landed weight (thousands of short tons),"8,434"
Louisville Muhammad Ali International,2016,Louisville,SDF,All-cargo operations landed weight (thousands of short tons),"6,402"
Miami International,2016,Miami,MIA,All-cargo operations landed weight (thousands of short tons),"3,950"
Los Angeles International,2016,Los Angeles,LAX,All-cargo operations landed weight (thousands of short tons),"3,466"
Cincinnati/Northern Kentucky International,2016,Cincinnati,CVG,All-cargo operations landed weight (thousands of short tons),"2,138"
Chicago O'Hare International,2016,Chicago,ORD,All-cargo operations landed weight (thousands of short tons),"4,679"
Indianapolis International,2016,Indianapolis,IND,All-cargo operations landed weight (thousands of short tons),"2,665"
Dallas-Fort Worth International,2016,Fort Worth,DFW,All-cargo operations landed weight (thousands of short tons),"1,930"
Ontario International,2016,Ontario,ONT,All-cargo operations landed weight (thousands of short tons),"1,521"
Metropolitan Oakland International,2016,Oakland,OAK,All-cargo operations landed weight (thousands of short tons),"1,576"
John F Kennedy International,2016,New York,JFK,All-cargo operations landed weight (thousands of short tons),"1,599"
Hartsfield - Jackson Atlanta International,2016,Atlanta,ATL,All-cargo operations landed weight (thousands of short tons),"1,305"
Newark Liberty International,2016,Newark,EWR,All-cargo operations landed weight (thousands of short tons),"1,402"
Daniel K Inouye International,2016,Honolulu,HNL,All-cargo operations landed weight (thousands of short tons),"1,228"
Seattle-Tacoma International,2016,Seattle,SEA,All-cargo operations landed weight (thousands of short tons),939
Philadelphia International,2016,Philadelphia,PHL,All-cargo operations landed weight (thousands of short tons),"1,014"
George Bush Intercontinental/Houston,2016,Houston,IAH,All-cargo operations landed weight (thousands of short tons),818
Chicago/Rockford International,2016,Rockford,RFD,All-cargo operations landed weight (thousands of short tons),461
Phoenix Sky Harbor International,2016,Phoenix,PHX,All-cargo operations landed weight (thousands of short tons),852
Portland International,2016,Portland,PDX,All-cargo operations landed weight (thousands of short tons),636
Denver International,2016,Denver,DEN,All-cargo operations landed weight (thousands of short tons),713
Tampa International,2016,Tampa,TPA,All-cargo operations landed weight (thousands of short tons),294
Luis Munoz Marin International,2016,San Juan,SJU,All-cargo operations landed weight (thousands of short tons),542
Baltimore/Washington International Thurgood Marshall,2016,Glen Burnie,BWI,All-cargo operations landed weight (thousands of short tons),268
Rickenbacker International,2016,Columbus,LCK,All-cargo operations landed weight (thousands of short tons),492
Salt Lake City International,2016,Salt Lake City,SLC,All-cargo operations landed weight (thousands of short tons),542
Minneapolis-St Paul International/Wold-Chamberlain,2016,Minneapolis,MSP,All-cargo operations landed weight (thousands of short tons),501
San Francisco International,2016,San Francisco,SFO,All-cargo operations landed weight (thousands of short tons),650
Orlando International,2016,Orlando,MCO,All-cargo operations landed weight (thousands of short tons),487
General Edward Lawrence Logan International,2016,Boston,BOS,All-cargo operations landed weight (thousands of short tons),490
Bradley International,2016,Windsor Locks,BDL,All-cargo operations landed weight (thousands of short tons),416
San Antonio International,2016,San Antonio,SAT,All-cargo operations landed weight (thousands of short tons),396
Fort Worth Alliance,2016,Fort Worth,AFW,All-cargo operations landed weight (thousands of short tons),449
Detroit Metropolitan Wayne County,2016,Detroit,DTW,All-cargo operations landed weight (thousands of short tons),390
Boeing Field/King County International,2016,Seattle,BFI,All-cargo operations landed weight (thousands of short tons),397
Sacramento International,2016,Sacramento,SMF,All-cargo operations landed weight (thousands of short tons),166
El Paso International,2016,El Paso,ELP,All-cargo operations landed weight (thousands of short tons),255
Piedmont Triad International,2016,Greensboro,GSO,All-cargo operations landed weight (thousands of short tons),249
